noc,job,workers,minEduc,yearsStudy,automationRisk,totalSkill,industry,cluster,sector,wage,skillsComp,skillsLogi,skillsMath,skillsLang,s1 Data Analysis,s2 Decision Making,s3 Finding Information,s4 Job Task Planning and Organizing,s5 Measurement and Calculation,s6 Money Math,s7 Numerical Estimation,s8 Oral Communication,s9 Problem Solving,s10 Reading,s11 Scheduling or Budgeting and Accounting,s12 Digital Technology,s13 Document Use,s14 Writing,s15 Critical Thinking,f1 Science & Agriculture,f2 Engineering,f3 Humanities,f4 Social Science,f5 Fine Arts,f6 Math And Computer Science,f7 Arts & Education,f8 Education   (teacher training)                      ,f9 Law,f10 Health,"f11 Health, Nursing & Clinical Laboratory",f12 Business,"f13 Medical, Dental & Veterinary",d1 Agriculture & Biological Science                    ,d2 Forestry                                            ,d3 Architecture & Landscape Architecture               ,d4 Humanities                                          ,d5 Social Sciences                                     ,d6 Fine & Applied Arts                                 ,d7 Computer Science                                    ,d8 Other Arts & Science                                ,d9 Education   (teacher training)                      ,d10 Engineering                                         ,d11 Law                                                 ,d12 Mathematics                                         ,d13 Kinesiology / Recreation / Physical Education       ,d14 Theology                                            ,d15 Physical Sciences                                   ,d16 Therapy & Rehabilitation                            ,"d17 Health, Nursing & Clinical Laboratory",d18 Business & Commerce                                 ,"d19 Medical, Dental & Veterinary"
5123,Journalists,3065,3,3.86,0.11,182,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,32.69,35,53,18,76,4,12,10,3,5,5,5,21,15,30,3,18,13,25,13,0,0,120,2385,390,0,110,0,0,0,0,60,0,0,0,0,120,2385,390,0,110,0,0,0,0,0,0,0,0,0,60,0
5125,"Translators, terminologists and interpreters                                                                         ",2605,3,4.056603774,0.38,140,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,33.9,34,29,12,65,2,5,7,2,1,5,1,13,9,28,5,21,11,24,6,15,0,175,1840,195,0,100,110,20,15,0,135,0,15,0,0,175,1840,195,0,100,110,0,20,0,0,0,0,15,0,135,0
5131,"Producers, directors, choreographers and related occupations                                                         ",6370,3,3.486725664,0.022,162,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,28.21,40,43,21,58,3,11,7,4,4,6,3,18,11,18,8,18,19,22,10,0,40,105,2020,3725,0,345,15,15,0,0,105,0,0,0,0,85,2020,3725,0,345,15,40,15,0,0,20,0,0,0,105,0
5132,"Conductors, composers and arrangers                                                                                  ",490,0,3.923076923,0.015,158,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,19.24255319,43,39,22,54,7,10,7,3,6,4,4,17,10,21,7,20,16,16,9,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,Musicians and singers,7195,0,3.625,0.074,157,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,22,42,39,22,54,7,10,7,3,7,4,4,17,10,21,7,19,17,16,8,0,0,0,95,5780,15,205,985,30,0,20,65,0,0,0,0,0,95,5780,0,205,985,0,30,15,0,0,0,0,20,65,0
5134,Dancers,470,0,2.823529412,0.13,158,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,30,43,40,22,54,7,10,7,3,7,4,4,17,10,21,7,19,17,16,9,0,0,0,0,335,0,40,95,0,0,0,0,0,0,0,0,0,0,335,0,40,95,0,0,0,0,0,0,0,0,0,0
5135,Actors and comedians,1345,0,3.5625,0.37,146,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,30.09481802,39,37,21,49,6,10,7,3,7,3,4,15,10,20,6,17,17,14,8,0,0,0,0,1225,0,105,15,0,0,0,0,0,0,0,0,0,0,1225,0,105,15,0,0,0,0,0,0,0,0,0,0
5136,"Painters, sculptors and other visual artists                                                                         ",2815,0,3.636363636,0.042,159,"Occupations in art, culture, recreation and sport",2,Professional occupations in art and culture,25,43,40,22,55,7,10,7,3,7,4,4,17,10,21,7,20,17,16,9,0,0,0,80,2260,0,165,290,0,0,20,0,0,0,0,0,0,80,2260,0,165,290,0,0,0,0,0,0,0,20,0,0
5211,Library and public archive technicians,2100,2,3.513513514,0.99,137,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",27.62,31,41,12,53,4,11,13,1,1,6,5,17,10,21,0,17,10,15,6,0,0,100,15,130,0,1630,115,30,0,20,60,0,0,0,0,100,15,130,0,1630,115,0,30,0,0,0,0,0,20,60,0
5212,Technical occupations related to museums and art galleries,305,2,4,0.59,261,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",20,52,61,32,116,3,19,20,3,17,4,3,12,19,49,8,24,25,55,0,30,0,125,20,60,0,70,0,0,0,0,0,0,10,20,0,125,20,60,0,70,0,0,0,0,0,0,0,0,0,0,0
5221,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors                                   ",3570,1,2.346335698,0.3255,161.5,Natural and applied sciences and related occupations,6,Technical occupations related to natural and applied sciences,32.2,45,43.5,22.5,50,5.5,10.5,5.5,2.5,10,3,3.5,13.5,10.5,19,6,20.5,19.5,18,14,0,25,0,110,1825,0,100,40,0,0,0,85,0,0,0,0,0,110,1825,0,100,40,25,0,0,0,0,0,0,0,85,0
5222,Film and video camera operators,480,0,2.4,0.6,137,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",30,37,35,20,46,5,9,6,3,7,3,4,14,9,19,5,15,17,12,7,0,0,0,70,410,0,0,0,0,0,0,0,0,0,0,0,0,70,410,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,Graphic arts technicians,345,2,2,0.049,151,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",19,34,31,26,60,3,10,10,3,12,3,3,18,8,20,8,17,14,22,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,Audio and video recording technicians,2075,0,2.647058824,0.55,138,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",26.19,37,35,20,46,5,9,6,3,7,3,4,15,9,19,5,15,17,13,7,10,30,0,105,1890,20,0,0,0,0,0,20,0,0,0,0,0,105,1890,20,0,0,30,0,0,0,0,10,0,0,20,0
5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts               ",725,0,2.826086957,0.61,135,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",25,37,34,19,45,5,9,6,3,7,3,4,14,9,19,5,15,17,12,6,0,0,0,20,660,0,45,0,0,0,0,0,0,0,0,0,0,20,660,0,45,0,0,0,0,0,0,0,0,0,0,0
5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts                            ",610,0,3.095238095,0.674,131,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",23,36,33,19,43,4,9,6,3,7,3,4,14,9,18,5,14,17,11,6,0,0,0,55,505,0,50,0,0,0,0,0,0,0,0,0,0,55,505,0,50,0,0,0,0,0,0,0,0,0,0,0
5232,"Other performers, n.e.c.                                                                                             ",35,0,4,0.371,146,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",30.07604967,39,37,21,49,6,10,7,3,7,3,4,15,10,20,6,17,17,14,8,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0
5241,Graphic designers and illustrators,18510,0,3.108108108,0.082,159,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",26.92,43,40,22,54,7,10,7,3,7,4,4,17,10,21,7,19,17,16,9,40,370,55,1010,15025,650,510,50,65,0,30,705,0,15,0,120,55,1010,15025,650,510,50,250,65,0,0,0,25,0,30,705,0
5242,Interior designers and interior decorators,5785,0,3.154929577,0.022,160,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",24.62,43,40,22,55,7,10,7,3,7,4,4,17,10,21,7,20,17,16,9,0,475,270,80,4320,0,275,60,0,0,35,270,0,0,0,455,270,80,4320,0,275,60,20,0,0,0,0,0,0,35,270,0
5243,"Theatre, fashion, exhibit and other creative designers                                                               ",1890,0,2.909090909,0.013,160,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",22.5,43,40,22,55,7,10,7,3,7,4,4,17,10,21,7,20,16,16,9,0,0,0,20,1645,0,95,0,0,0,0,130,0,0,0,0,0,20,1645,0,95,0,0,0,0,0,0,0,0,0,130,0
5244,Artisans and craftspersons,1025,0,2.333333333,0.751,125,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",16.13,34,32,18,41,4,9,6,3,7,3,4,13,9,17,4,13,17,11,5,275,0,0,0,585,0,30,70,0,0,55,10,0,250,0,0,0,0,585,0,30,70,0,0,0,0,0,25,0,55,10,0
5252,Coaches,845,0,3.757575758,0.013,159,"Occupations in art, culture, recreation and sport",2,"Technical occupations in art, culture, recreation and sport",21.63,43,40,22,55,7,10,7,3,7,4,4,17,10,21,7,20,16,16,9,0,0,25,110,20,0,40,155,0,380,0,115,0,0,0,0,25,110,20,0,40,155,0,0,0,380,0,0,0,0,115,0
5254,Architectural technologists and technicians,15980,1,3.207196653,0.3025,163.5,Natural and applied sciences and related occupations,6,Technical occupations related to natural and applied sciences,19.5,47.5,38,28.5,49,5,9,8,3,12,4.5,5,15,8.5,18.5,7,21,21.5,15,9.5,210,45,515,1345,1135,75,1315,1220,505,4560,920,1610,0,170,20,0,495,1345,1135,50,1315,1220,45,505,25,4290,20,20,270,920,1610,0
6211,"Assessors, valuators and appraisers                                                                                  ",77705,0.666666667,2.980685217,0.461666667,191,"Business, finance and administration occupations",4,"Finance, insurance and related business administrative occupations",27.97333333,51.33333333,45,26.33333333,68.33333333,10,14,6.666666667,3.333333333,3.333333333,4,5,23.66666667,10.33333333,23,14,26.66666667,14.66666667,21.33333333,11,185,85,245,485,475,80,915,110,360,115,275,2180,0,20,0,0,245,485,475,80,915,110,85,360,0,70,0,165,45,275,2180,0
6221,Technical sales specialists in wholesale trade,16870,0,3.174846626,0.25,151,Sales and service occupations,9,Retail sales supervisors and specialized sales occupations,26.44,41,38,21,51,6,10,7,3,7,3,4,16,10,20,7,18,17,15,8,1090,3320,360,1525,475,970,1660,145,370,370,425,6160,0,545,35,125,295,1525,475,820,1660,145,3195,370,150,370,65,510,0,425,6160,0
6222,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",4260,0,2.46039604,0.6325,135.5,Occupations in manufacturing and utilities,7,Assemblers in manufacturing,20.18498223,37,34,19.5,45,5,9.5,6.5,3,7,3,4,14.5,9,18.5,5,15,17.5,12,6.5,70,25,80,400,470,0,330,95,135,0,130,2380,0,50,20,0,80,400,470,0,330,95,25,135,0,0,0,0,0,130,2380,0
6231,Insurance agents and brokers,15150,2,3.119834711,0.92,119,Sales and service occupations,9,Retail sales supervisors and specialized sales occupations,23.08,26,30,20,43,5,10,6,2,5,6,1,11,7,18,8,13,8,14,5,50,135,285,1910,300,305,790,240,475,90,230,10340,0,25,0,0,285,1910,300,215,790,240,135,475,90,65,0,25,25,230,10340,0
6235,Financial sales representatives,13805,0,3.229357798,0.016,159,Sales and service occupations,9,Retail sales supervisors and specialized sales occupations,21,43,40,22,54,7,10,7,3,6,4,4,17,10,21,7,20,16,16,9,50,415,260,1835,220,340,755,65,475,155,110,9125,0,35,0,0,260,1835,220,230,755,65,415,475,110,40,0,15,115,110,9125,0
6311,Food service supervisors,3020,0,2.392857143,0.63,129,Sales and service occupations,9,Service supervisors and specialized service occupations,13.75,35,33,18,43,4,9,6,3,6,3,4,14,9,18,5,14,17,11,6,0,20,590,50,90,0,1145,0,70,35,215,805,0,0,0,0,590,50,90,0,1145,0,20,70,0,0,0,0,35,215,805,0
6313,"Accommodation, travel, tourism and related services supervisors                                                      ",345,0,2.333333333,0.114,155,Sales and service occupations,9,Service supervisors and specialized service occupations,23,42,39,21,53,6,10,7,3,7,4,4,17,10,21,7,19,17,16,8,0,0,0,20,0,0,0,0,70,0,0,255,0,0,0,0,0,20,0,0,0,0,0,70,0,0,0,0,0,0,255,0
6314,Customer and information services supervisors,1495,0,2.754716981,0.076,157,Sales and service occupations,9,Service supervisors and specialized service occupations,24.04,42,39,22,54,7,10,7,3,7,4,4,17,10,21,7,19,17,16,9,0,80,45,125,35,65,210,0,60,0,0,875,0,0,0,0,45,125,35,65,210,0,80,60,0,0,0,0,0,0,875,0
6315,Cleaning supervisors,200,0,1.375,0.94,120,Sales and service occupations,9,Service supervisors and specialized service occupations,24.04,33,30,18,39,3,9,6,3,7,3,4,13,8,17,4,12,18,10,5,30,0,0,0,0,0,120,0,0,0,0,50,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,30,0,0,50,0
6316,Administrators - post-secondary education and vocational training,3035,0,3.444444444,0.043,163,Management occupations,1,Specialized middle management occupations,40.7513569,44,41,22.5,55.5,6.5,10.5,7.5,3,7,3.5,4.5,17.5,10.5,22,7.5,20,17,17,9.5,20,20,25,0,40,0,70,0,495,70,0,280,0,20,0,0,25,0,40,0,70,0,20,495,0,70,0,0,0,0,280,0
6322,"Industrial painters, coaters and metal finishing process operators",17030,0,1.793798713,0.87,119,Sales and service occupations,9,Service supervisors and specialized service occupations,15.625,33,30,17.5,39,3.5,9,6,3,6.5,3,4,13,8,17,4,12,17.5,9.5,5,360,460,945,435,635,205,9250,260,555,210,980,2245,0,130,20,45,925,435,635,205,9250,260,415,555,0,110,20,210,100,980,2245,0
6332,Bakers,2635,0,2.034482759,0.89,117,Sales and service occupations,9,Service supervisors and specialized service occupations,13,32,30,17,38,3,9,6,3,7,3,4,13,8,16,4,11,17,9,5,10,0,85,40,70,20,1555,20,95,10,250,480,0,0,0,0,85,40,70,20,1555,20,0,95,0,0,0,10,10,250,480,0
6341,Hairstylists and barbers,27895,0,1.966666667,0.11,152,Sales and service occupations,9,Service supervisors and specialized service occupations,15,41,38,21,52,6,10,7,3,6,4,4,16,10,20,7,18,16,15,8,20,40,250,10,130,0,26045,105,145,15,460,675,0,0,0,0,250,10,130,0,26045,105,40,145,0,0,0,20,15,460,675,0
6342,"Tailors, dressmakers, furriers and milliners                                                                         ",820,0,1.791666667,0.84,120,Sales and service occupations,9,Service supervisors and specialized service occupations,14,33,30,18,39,4,9,6,3,7,3,4,13,8,17,4,12,17,10,5,0,0,300,0,220,0,180,20,0,0,70,30,0,0,0,0,300,0,220,0,180,20,0,0,0,0,0,0,0,70,30,0
6344,"Jewellers, jewellery and watch repairers and related occupations                                                     ",505,0,1.733333333,0.95,117,Sales and service occupations,9,Service supervisors and specialized service occupations,17.19,32,30,17,38,3,9,6,3,7,3,4,12,8,16,4,11,18,9,5,195,0,0,0,255,0,55,0,0,0,0,0,0,0,0,0,0,0,255,0,55,0,0,0,0,0,0,195,0,0,0,0
6345,Upholsterers,250,0,1.25,0.39,142,Sales and service occupations,9,Service supervisors and specialized service occupations,19,38,36,20,48,5,10,7,3,7,3,4,15,10,19,6,16,17,13,7,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
6346,Funeral directors and embalmers,1420,0,2.1,0.37,143,Sales and service occupations,9,Service supervisors and specialized service occupations,21,39,36,20,48,5,10,7,3,7,3,4,15,10,19,6,16,17,14,7,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0
6421,Retail salespersons,115955,1,2.851176917,0.92,118,Sales and service occupations,9,Sales representatives and salespersons - wholesale and retail trade,12,34,31,9,44,2,9,5,2,3,4,2,19,8,20,0,15,17,5,7,6955,7325,5165,11275,11395,3825,15780,4640,4525,3445,10090,31535,0,2560,595,665,4705,11275,11395,3400,15780,4640,6660,4525,425,1830,460,3800,1615,10090,31535,0
6511,Maitres d'hotel and hosts/hostesses,565,0,2.761904762,0.97,113,Sales and service occupations,9,Service representatives and other customer and personal services occupations,12,31,29,17,37,3,8,5,3,7,3,4,12,8,16,3,11,17,9,4,0,0,95,110,95,0,135,0,0,0,30,100,0,0,0,0,95,110,95,0,135,0,0,0,0,0,0,0,0,30,100,0
6513,Food and beverage servers,21980,0,2.912429379,0.94,114,Sales and service occupations,9,Service representatives and other customer and personal services occupations,11.6,31,29,17,37,3,9,6,3,6,3,4,12,8,16,4,11,17,9,4,610,155,1020,3195,2720,245,3505,1295,1065,830,2380,4960,0,505,60,0,995,3195,2720,140,3505,1295,155,1065,105,470,25,45,360,2380,4960,0
6521,Travel counsellors,5830,0,2.977011494,0.099,154,Sales and service occupations,9,Service representatives and other customer and personal services occupations,17.5,41,38,21,53,6,10,7,3,6,4,4,16,10,21,7,19,16,15,8,0,0,45,245,100,15,125,140,35,10,60,5055,0,0,0,0,45,245,100,0,125,140,0,35,15,0,0,0,10,60,5055,0
6522,Pursers and flight attendants,1155,0,2.764705882,0.35,145,Sales and service occupations,9,Service representatives and other customer and personal services occupations,23,39,36,20,49,6,10,7,3,7,3,4,15,10,20,6,17,17,14,7,50,0,15,145,120,0,205,15,0,30,35,540,0,50,0,0,15,145,120,0,205,15,0,0,0,0,0,0,30,35,540,0
6523,Airline ticket and service agents,800,0,2.473684211,0.61,133,Sales and service occupations,9,Service representatives and other customer and personal services occupations,21.9,36,34,19,44,5,9,6,3,7,3,4,14,9,18,5,14,17,12,6,0,0,0,50,0,15,40,0,20,0,0,675,0,0,0,0,0,50,0,15,40,0,0,20,0,0,0,0,0,0,675,0
6525,Hotel front desk clerks,1690,0,2.515151515,0.94,116,Sales and service occupations,9,Service representatives and other customer and personal services occupations,14,32,29,17,37,3,9,6,3,7,3,4,12,8,16,4,11,17,9,4,0,0,35,0,30,30,70,20,20,25,25,1435,0,0,0,0,35,0,30,30,70,20,0,20,0,0,0,0,25,25,1435,0
6531,Tour and travel guides,110,0,3.6,0.91,116,Sales and service occupations,9,Service representatives and other customer and personal services occupations,13,32,30,17,38,3,9,6,3,7,3,4,12,8,16,4,11,17,9,4,0,0,0,0,0,0,75,25,0,0,0,10,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,10,0
6533,Casino occupations,710,0,2.428571429,0.734,128,Sales and service occupations,9,Service representatives and other customer and personal services occupations,22,35,32,19,42,4,9,6,3,7,3,4,14,9,18,5,13,17,11,6,0,145,0,85,15,0,25,0,40,135,10,255,0,0,0,0,0,85,15,0,25,0,145,40,0,90,0,0,45,10,255,0
6541,Security guards and related security service occupations,19805,0,2.709770115,0.84,119,Sales and service occupations,9,Service representatives and other customer and personal services occupations,13.05,33,30,17,39,4,9,6,3,6,3,4,13,8,17,4,12,17,10,5,775,1570,285,1345,455,570,2060,230,8495,220,540,3260,0,95,30,25,255,1345,455,530,2060,230,1545,8495,40,90,30,650,130,540,3260,0
6551,Customer services representatives - financial institutions,17920,0,3.114006515,0.55,134,Sales and service occupations,9,Service representatives and other customer and personal services occupations,17.95,37,34,19,45,5,9,6,3,7,3,4,14,9,18,5,15,17,12,6,230,135,455,2410,685,490,1640,405,625,485,745,9615,0,105,0,0,425,2410,685,430,1640,405,135,625,60,190,30,125,295,745,9615,0
6552,Other customer and information services representatives,41175,0,2.854098361,0.55,134,Sales and service occupations,9,Service representatives and other customer and personal services occupations,18,37,34,19,45,5,9,6,3,7,3,4,14,9,18,5,15,17,12,6,1505,2085,1375,4000,2370,2700,4280,960,2190,1160,3280,15270,0,430,65,40,1310,4000,2370,2585,4280,960,2045,2190,115,390,65,1010,770,3280,15270,0
6561,"Image, social and other personal consultants                                                                         ",50,0,3,0.424,140,Sales and service occupations,9,Service representatives and other customer and personal services occupations,17.81,38,35,20,47,5,10,7,3,7,3,4,15,9,19,6,16,17,13,7,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
6562,"Estheticians, electrologists and related occupations                                                                 ",8810,0,2.169014085,0.424,138,Sales and service occupations,9,Service representatives and other customer and personal services occupations,14,37,35,19,46,5,9,6,3,6,3,4,15,9,19,6,16,17,13,7,0,0,155,70,305,0,7065,0,150,0,445,620,0,0,0,0,155,70,305,0,7065,0,0,150,0,0,0,0,0,445,620,0
6563,Pet groomers and animal care workers,1210,0,1.962962963,0.46,135,Sales and service occupations,9,Service representatives and other customer and personal services occupations,12,37,34,19,45,5,9,6,3,6,3,4,15,9,18,5,15,17,12,6,530,0,45,15,15,0,265,0,15,0,310,15,0,530,0,0,45,15,15,0,265,0,0,15,0,0,0,0,0,310,15,0
6611,Cashiers,29715,1,2.744421907,0.97,91,Sales and service occupations,9,Sales support occupations,11.6,23,23,8,37,1,4,6,1,1,5,1,20,7,13,1,14,8,4,5,805,450,1690,2120,2050,730,4475,1310,1180,1065,5150,8690,0,385,120,0,1635,2120,2050,580,4475,1310,450,1180,150,195,55,300,870,5150,8690,0
6621,Service station attendants,165,1,2.571428571,0.91,35,Sales and service occupations,9,Sales support occupations,12,6,11,4,14,0,4,1,3,3,1,0,5,3,6,0,1,5,3,0,0,50,10,0,0,0,0,0,20,0,0,85,0,0,0,0,10,0,0,0,0,0,50,20,0,0,0,0,0,0,85,0
6622,"Store shelf stockers, clerks and order fillers",9655,1,2.473895582,0.64,31,Sales and service occupations,9,Sales support occupations,11.65,6,10,5,10,1,3,2,3,1,1,2,4,2,5,1,2,3,1,0,300,660,305,350,760,390,2045,100,665,230,910,2940,0,85,0,20,305,350,760,390,2045,100,640,665,0,115,0,215,115,910,2940,0
6623,Other sales related occupations,3610,1,2.803278689,0.853,67,Sales and service occupations,9,Sales support occupations,12,17,19,11,20,2,7,3,5,3,5,2,5,4,7,1,6,9,8,0,35,85,110,410,95,55,500,165,215,45,365,1530,0,35,0,0,110,410,95,40,500,165,85,215,15,20,0,0,25,365,1530,0
6711,"Food counter attendants, kitchen helpers and related support occupations",30610,0,2.799180328,0.915,116,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",11.6,32,29,17,37,3,9,6,3,6,3,4,12,8,16,4,11,17,9,4,1050,590,1925,1890,2025,700,6810,1100,1160,710,5290,7360,0,420,65,20,1830,1890,2025,645,6810,1100,570,1160,55,215,95,565,495,5290,7360,0
6721,"Support occupations in accommodation, travel and facilities set-up services                                          ",50,0,3,0.847,121,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",17,33,31,18,39,4,9,6,3,7,3,4,13,8,17,4,12,17,10,5,15,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,15,0,0,0,0
6722,"Operators and attendants in amusement, recreation and sport                                                          ",1475,0,2.517857143,0.72,124,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",12,34,31,18,41,4,9,6,3,6,3,4,13,9,17,4,13,17,11,5,160,15,60,90,25,20,210,65,70,325,60,375,0,20,0,0,60,90,25,20,210,65,15,70,0,325,0,140,0,60,375,0
6731,Light duty cleaners,18660,0,2.382681564,0.69,126,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",14,35,32,18,42,4,9,6,3,6,3,4,14,9,17,5,13,17,11,5,615,830,845,435,725,365,3710,925,425,330,4150,5305,0,165,0,50,845,435,725,350,3710,925,780,425,15,0,0,450,330,4150,5305,0
6732,Specialized cleaners,905,0,2,0.37,139,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",11.6,38,35,20,47,5,10,7,3,6,3,4,15,9,19,6,16,17,13,7,255,160,0,0,0,0,215,20,65,0,85,105,0,0,0,30,0,0,0,0,215,20,130,65,0,0,0,255,0,85,105,0
6733,"Janitors, caretakers and building superintendents",22905,0,2.216517857,0.66,129,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",17.44,35,33,19,43,4,9,6,3,7,3,4,14,9,18,5,14,17,11,6,4055,3840,255,410,600,570,6910,380,610,430,1095,3750,0,420,270,145,225,410,600,570,6910,380,3695,610,0,290,30,3365,140,1095,3750,0
6741,"Dry cleaning, laundry and related occupations                                                                        ",605,0,1.75,0.71,126,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",14.6,34,32,18,41,4,9,6,3,7,3,4,13,9,17,5,13,17,11,5,0,15,35,0,0,0,65,0,0,0,385,105,0,0,0,0,35,0,0,0,65,0,15,0,0,0,0,0,0,385,105,0
6742,"Other service support occupations, n.e.c.                                                                            ",1240,0,2.434782609,0.658,127,Sales and service occupations,9,"Service support and other service occupations, n.e.c.",13,35,32,18,42,4,9,6,3,6,3,4,14,9,17,5,13,17,11,5,90,50,25,60,180,0,320,80,50,20,70,295,0,0,0,0,25,60,180,0,320,80,50,50,0,20,0,90,0,70,295,0
7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations           ",2065,0,1.409090909,0.17,157,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",31,42,39,22,53,6,10,7,3,7,4,4,17,10,21,7,19,17,16,9,205,10,0,0,0,0,1800,0,0,0,0,50,0,0,0,0,0,0,0,0,1800,0,10,0,0,0,0,205,0,0,50,0
7202,"Contractors and supervisors, electrical trades and telecommunications occupations                                    ",2155,0,2.289473684,0.17,159,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",36.92,43,40,22,54,7,10,7,3,7,4,5,17,10,22,7,19,17,16,9,15,570,0,40,0,20,1405,0,0,0,0,105,0,0,0,0,0,40,0,20,1405,0,570,0,0,0,0,15,0,0,105,0
7203,"Contractors and supervisors, pipefitting trades                                                                      ",835,0,1.363636364,0.17,164,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",47.99,44,41,23,56,7,10,7,3,7,4,5,17,10,22,7,20,17,17,10,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0
7204,"Contractors and supervisors, carpentry trades                                                                        ",1230,0,1.3,0.17,156,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",30.77,42,39,22,53,6,10,7,3,7,4,4,17,10,21,7,19,17,16,9,60,75,0,0,0,0,1075,0,0,0,0,20,0,0,0,0,0,0,0,0,1075,0,75,0,0,0,0,60,0,0,20,0
7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers                          ",1900,0,1.641509434,0.17,158,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",35,43,40,22,54,7,10,7,3,7,4,5,17,10,21,7,19,17,16,9,155,180,0,30,35,15,1090,0,115,10,0,270,0,0,0,0,0,30,35,15,1090,0,180,115,0,10,0,155,0,0,270,0
7231,Machinists and machining and tooling inspectors,9905,2,2.078125,0.65,153,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",22.73,51,37,23,42,7,7,8,2,17,0,4,12,8,19,2,21,23,11,12,745,1235,0,0,0,0,7855,15,40,0,0,15,0,0,0,0,0,0,0,0,7855,15,1235,40,0,0,0,745,0,0,15,0
7232,Tool and die makers,6790,2,1.967741935,0.84,134,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",27.35,37,31,28,38,6,8,0,2,19,0,6,15,10,16,3,7,24,7,11,40,320,0,0,0,0,6430,0,0,0,0,0,0,0,0,0,0,0,0,0,6430,0,320,0,0,0,0,40,0,0,0,0
7233,Sheet metal workers,4575,0,1.476190476,0.82,129,"Trades, transport and equipment operators and related occupations",3,"Industrial, electrical and construction trades",32,35,33,19,42,4,9,6,3,7,3,4,13,9,18,5,13,18,11,6,225,0,0,0,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,4350,0,0,0,0,0,0,225,0,0,0,0
